"ECE_Id","Org_Name","Telephone","Fax","Email","Add1_Line1","Add1_Suburb","Add1_City","Org_Type","Definition","Authority","20_Hrs_ECE","Equity_Index","Territorial_Authority","Regional_Council","Education_Region","General_Electorate","Māori_Electorate","Area_Unit","Ward","Contact1_Name","Add2_Line1","Add2_Suburb","Add2_City","Management_Telephone","Management_Fax","Col_Id","Col_Name","Latitude","Longitude","All_Children","Under_2s","Age_0","Age_1","Age_2","Age_3","Age_4","Age_5","Roll_Date","Total","European","Māori","Pacific","Asian","Other"
"30065",Te Rangimārie Kōhanga Reo Ki Rotorua,"07 349 4203","","","63 Ford Road",Fordlands,Rotorua,Te Kōhanga Reo,Not Applicable,Community based,Yes,EQI 1,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Fordlands,Area Outside Ward,Te Maari Whare,P O Box 38741,Wellington Mail Centre,Lower Hutt 5045,"07-3453397","","","",-38.143009000,"176.223515000","35","12","3","3","4","3","2","1","2020-07-01 00:00:00.0000000","16","0","16","0","0","0"
"55383",BestStart Leeds Street,"04 802 5998","",leeds@best-start.org,"8 Leed Street",Wellington CBD,Wellington,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Wellington City,Wellington Region,Wellington,Wellington Central,Te Tai Tonga,Willis Street-Cambridge Terrace,Lambton Ward,Kerry Pratchett,P O Box 276177,Manukau City,South Auckland 2241,"","","","",-41.293203000,"174.776927000","60","26","4","18","23","9","15","0","2020-07-01 00:00:00.0000000","69","47","5","0","10","3"
"80013",Family Ties Educare - Macandrew Bay,"03 476 1322","",familytiespreschool@gmail.com,"10 Greenacres Street",Macandrew Bay,Dunedin,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Dunedin City,Otago Region,Otago/Southland,Dunedin,Te Tai Tonga,Macandrew Bay,Area Outside Ward,Melissa Henderson,"29 Pacific Street",Roslyn,Dunedin 9010,"03-4675307","","","",-45.869657000,"170.598996000","26","10","0","0","4","5","14","0","2020-07-01 00:00:00.0000000","23","16","4","0","3","0"
"10149",Marian Early Childhood Centre,"09 570 5690","09 570 5691",marianecc@xtra.co.nz,"19A Sunset View Road",Panmure,Auckland,Education and Care Service,Not Applicable,Community based,Yes,EQI 4,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Panmure-Otahuhu,Tamaki Makaurau,Panmure Basin,Maungakiekie-Tamaki Ward,Cyril Siasoco,P O Box 14251,Panmure,Auckland 1741,"09-2748216","","99189",South East Christian Kāhui Ako,-36.903255000,"174.857177000","34","0","0","0","3","10","14","1","2020-07-01 00:00:00.0000000","28","2","4","0","13","1"
"10157",Rising Stars Early Childhood Centre,"09 837 2311","09 837 2341",info@risingstarschildcare.co.nz,"168 Lincoln Road",Henderson,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 4,Auckland - Henderson-Massey,Auckland Region,Auckland,Te Atatu,Te Tai Tokerau,Kingdale,Waitakere Ward,Kelly Bee Ling Quah,P O Box 104235,Lincoln North,Auckland 0645,"","","","",-36.861173000,"174.629230000","87","24","2","9","12","23","16","1","2020-07-01 00:00:00.0000000","63","6","11","0","28","0"
"40230",Eastside Playcentre,"","",Eastside@playcentre.org.nz,"10 Matarawa Street",Whanganui East,Whanganui,Playcentre,Not Applicable,Community based,Yes,EQI 5+,Whanganui District,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Whanganui,Te Tai Hauauru,Kowhai Park,Area Outside Ward,Karen Helms,P O Box 83,"",Rawene 0473,"","","","",-39.918557000,"175.066935000","17","10","0","3","4","3","2","1","2020-07-01 00:00:00.0000000","13","11","1","0","1","0"
"10105",BestStart Tironui Road,"09 296 6991","09 296 6140",tironui@best-start.org,"42 Tironui Road",Takanini,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 4,Auckland - Papakura,Auckland Region,Auckland,Papakura,Hauraki-Waikato,Takanini South,Manurewa-Papakura Ward,Jane  Burke,P O Box 276177,Manukau City,South Auckland 2241,"09-2504136","","","",-37.052139000,"174.933015000","50","12","2","8","11","10","14","1","2020-07-01 00:00:00.0000000","46","7","14","0","13","1"
"80032",Tino- E-Tasi Preschool,"03 487 7522","","","10 Stenhope Crescent",Corstorphine,Dunedin,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 3,Dunedin City,Otago Region,Otago/Southland,Taieri,Te Tai Tonga,St Clair,Area Outside Ward,Virginia  Bridgman,"120 Shortland Street",Linwood,Christchurch 8061,"03-4879472","","","",-45.909524000,"170.466195000","17","5","0","3","3","1","5","0","2020-07-01 00:00:00.0000000","12","1","3","0","0","0"
"10180",Kia Orana Punanga Reo,"09 257 0184","09 257 0384",williegreig@hotmail.com,"29 Wickman Way",Mangere,Auckland,Education and Care Service,Cook Island ECE service,Community based,Yes,EQI 1,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Maungakiekie,Tamaki Makaurau,Harania West,Manukau Ward,William Greig,P O Box 43182,Mangere,South Auckland 2153,"09-622 1083","09-622 1083","99124",Whakatipu Akoranga Kāhui Ako,-36.961601000,"174.816775000","40","8","1","4","3","4","7","1","2020-07-01 00:00:00.0000000","20","0","3","0","0","0"
"20555",Remuera Stepping Stones Childcare Centre,"09 529 0114","09 529 0114",fiona@steppingstones.co.nz,"59 Clonbern Road",Remuera,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Orakei,Auckland Region,Auckland,Epsom,Tamaki Makaurau,Remuera South,Orakei Ward,Fiona Young,"59 Clonbern Road",Remuera,Auckland 1050,"09 5290114","","","",-36.885152000,"174.794570000","12","6","0","4","10","2","0","0","2020-07-01 00:00:00.0000000","16","12","1","0","2","0"
"10187",Matua Mo E Tama Aoga Vagahau Niue Preschool,"09 257 0181","09 257 0181",matuamoetama@hotmail.com,Building 4 29 Wickman Way,Mangere East,Auckland,Education and Care Service,Niue ECE service,Community based,Yes,EQI 1,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Mangere,Tamaki Makaurau,Harania West,Manukau Ward,Elviso Togiamua,P O Box 86083,Mangere East,Auckland 2158,"09-257 0181","09-257 0181","","",-36.961798000,"174.816815000","40","8","0","8","3","6","5","0","2020-07-01 00:00:00.0000000","22","0","2","0","0","0"
"10188",Horizons Montessori Preschool,"09 827 2525","09 827 2525",horizonsmontessoripreschool@xtra.co.nz,"1 Arahoe Road",New Lynn,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Whau,Auckland Region,Auckland,New Lynn,Tamaki Makaurau,Crum Park,Whau Ward,Helen Emberson,"1 Arahoe Road",New Lynn,Auckland 0600,"09-818 1198","09-8272525","99062",Kōtuitui Community of Learning,-36.920928000,"174.673954000","30","0","0","0","6","13","21","2","2020-07-01 00:00:00.0000000","42","18","2","0","18","2"
"10189",All about children - Avondale,"09 820 3933","09 820 2374",trina.tuki@allaboutchildren.co.nz,"2 Sandy Lane",Avondale,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 3,Auckland - Whau,Auckland Region,Auckland,New Lynn,Tamaki Makaurau,Avondale West,Whau Ward,Surjit Juneja,P O Box 15503,New Lynn,Auckland 0640,"09-6266265","","","",-36.897141000,"174.685954000","50","16","0","7","15","7","14","1","2020-07-01 00:00:00.0000000","44","6","5","0","10","2"
"55413",Kids Count Tawa - The Griffin School,"04 232 0920","04 232 0957",lisa@kidscount.co.nz,"9 Matai Street",Linden,Wellington,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 1,Wellington City,Wellington Region,Wellington,Mana,Te Tai Hauauru,Linden,Northern Ward,Lisa  Jackaman,"45A Clarence Street",Devonport,Auckland 0624,"","","","",-41.160641000,"174.835801000","39","32","2","9","7","3","3","1","2020-07-01 00:00:00.0000000","25","3","17","0","1","1"
"10110",Lovingcare Kindergarten,"09 837 1600","09 837 4688",lovingcare.kindy@gmail.com,"78 Central Park Drive",Henderson,Auckland,Education and Care Service,Chinese ECE Service,Community based,Yes,EQI 4,Auckland - Henderson-Massey,Auckland Region,Auckland,Te Atatu,Te Tai Tokerau,Kingdale,Waitakere Ward,Tsui-Lin Ku,"78 Central Park Drive",Henderson,Auckland 0610,"09-8371600","09-8374688","","",-36.859506000,"174.635168000","30","0","0","0","5","6","9","0","2020-07-01 00:00:00.0000000","20","1","0","0","17","0"
"10176",Kidz Matter 2 Us,"09 837 4471","09 837 1246",cristel.blakelock-mcfarlane@salvationarmy.org.nz,"7 View Road",Henderson,Waitakere,Education and Care Service,Not Applicable,Community based,Yes,EQI 4,Auckland - Henderson-Massey,Auckland Region,Auckland,Kelston,Te Tai Tokerau,Henderson South,Waitakere Ward,Cristel Blakelock-Mcfarlane,P O Box 6015,Marion Square,Wellington 6141,"09-837447","","99029",Henderson Community of Learning,-36.886361000,"174.632592000","29","8","0","3","5","7","5","2","2020-07-01 00:00:00.0000000","22","2","14","0","0","1"
"10177",Trinity Kindergarten,"09 577 4959","",info@trinitykindy.co.nz,"474 Pakuranga Road",Pakuranga,Auckland,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Auckland - Howick,Auckland Region,Auckland,Pakuranga,Tamaki Makaurau,Pigeon Mountain South,Howick Ward,Engela Nel,P O Box 82172,Highland Park,Auckland 2143,"09-577 4959","","99189",South East Christian Kāhui Ako,-36.899327000,"174.900209000","45","0","0","0","7","23","39","0","2020-07-01 00:00:00.0000000","69","32","1","0","29","7"
"10181",Pasifika Early Learning Puna O Le Atamai Aoga Amata,"09 265 0846","09 257 1281",brittany@pasifika.school.nz,"29 Wickman Way",Mangere,Auckland,Education and Care Service,Samoan ECE service,Privately owned,Yes,EQI 1,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Mangere,Tamaki Makaurau,Harania West,Manukau Ward,Brittany Newport,P O Box 76107,Manukau City,Auckland 2241,"09-2650846","","99124",Whakatipu Akoranga Kāhui Ako,-36.961709000,"174.816796000","40","5","0","1","7","8","13","1","2020-07-01 00:00:00.0000000","30","0","0","0","0","0"
"10051",Happy Feet Childcare Otahuhu,"09 276 6210","",otahuhu@happyfeetchildcare.co.nz,"37-41 Mason Avenue",Otahuhu,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 2,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Panmure-Otahuhu,Tamaki Makaurau,Otahuhu West,Manukau Ward,Andrea Mudaliar,P O Box 628,Stanmore Bay,Whangaparaoa 0943,"","","","",-36.944448000,"174.839990000","100","16","4","9","12","22","15","4","2020-07-01 00:00:00.0000000","66","1","14","0","14","1"
"80012",Arthur Burns Preschool,"03 489 0241","",office@arthurburns.nz,"4A Gretna Place","",Mosgiel,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Dunedin City,Otago Region,Otago/Southland,Taieri,Te Tai Tonga,Mosgiel East,Area Outside Ward,Lynette Pool,"4a Gretna Place","",Mosgiel 9024,"03-4847147","","","",-45.875500000,"170.360360000","30","0","0","0","6","17","15","0","2020-07-01 00:00:00.0000000","38","24","4","0","0","7"
"30096",Little Sweethearts Montessori - Historic Village,"07 578 7447","07 578 4106",symon@syros.co.nz,"159 Seventeenth Avenue",Tauranga South,Tauranga,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Tauranga Hospital,Te Papa-Welcome Bay Ward,Graham Armstrong,P O Box 412,"",Tauranga 3140,"07-5710729","07-5784106","99085",Tauranga Peninsula Community of Learning,-37.704263000,"176.148391000","56","10","0","5","3","24","12","5","2020-07-01 00:00:00.0000000","49","28","6","0","9","4"
"10174",Tuakau's Little Stars Early Childhood Centre,"09 236 8195","09 236 8196",office@tuakauslittlestars.co.nz,"1 A Madill Street","",Tuakau,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 3,Waikato District,Waikato Region,Auckland,Port Waikato,Hauraki-Waikato,Tuakau,Awaroa ki Tuakau Ward,Sharon Strang,"1 A Madill Street","",Tuakau 2121,"09-236 8195","","","",-37.259407000,"174.946940000","48","10","1","4","16","13","14","0","2020-07-01 00:00:00.0000000","48","27","13","0","6","2"
"10172",Country Kids,"09 838 5033","",trasa@countrykids.nz,"302 Henderson Valley Road",Henderson,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Waitakere Ranges,Auckland Region,Auckland,New Lynn,Tamaki Makaurau,Opanuku,Waitakere Ward,Trasa  Godward,P O Box 34295,Birkenhead,Auckland 0746,"","","","",-36.896920000,"174.601453000","50","0","0","0","16","21","21","5","2020-07-01 00:00:00.0000000","63","35","10","0","4","3"
"10175",Te Kōhanga Reo o Te Piringa ki Ōtara,"09 273 2994","07 858 4398","","10 Pearl Baker Drive",Otara,Auckland,Te Kōhanga Reo,Not Applicable,Community based,Yes,EQI 1,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Panmure-Otahuhu,Tamaki Makaurau,Otara East,Manukau Ward,Kerry Jones,P O Box 38741,Wellington Mail Centre,Lower Hutt 5045,"04-381 8750","","","",-36.952956000,"174.886876000","25","9","0","1","6","5","3","1","2020-07-01 00:00:00.0000000","16","0","14","0","0","0"
"45030",Rotorua Hospital Early Childhood Centre,"07 348 1199","07 349 7933","",Pukeroa Road,Rotorua Central,Rotorua,Hospital Based,Hospital Play/Recreation Programme,Community based,No,EQI 1,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Kuirau,Area Outside Ward,Erin Carn-Bennett,. Private Bag 3023,"",Rotorua 3046,"07-3077955 Ext 8866","","99019",Rotorua Central Community of Learning,-38.130447000,"176.246883000","28","25","","","","","","","2020-07-01 00:00:00.0000000","","","","","",""
"20536",Small Miracles Pre-School,"09 575 5323","09 575 4827",smallmiracles@sthelierscentre.org.nz,"100 St Heliers Bay Road",St Heliers,Auckland,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Auckland - Orakei,Auckland Region,Auckland,Tamaki,Tamaki Makaurau,St Heliers,Orakei Ward,Isabella Tedcastle,P O Box 25287,Saint Heliers,Auckland 1740,"09-5455323","","","",-36.854797000,"174.860390000","33","0","0","0","12","14","21","8","2020-07-01 00:00:00.0000000","55","52","0","0","2","1"
"65614",Elim Kiwikids Childcare Preschool,"03 547 9003","03 547 9746","","625 Main Road",Stoke,Nelson,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Nelson City,Nelson Region,Nelson/Marlborough/West Coast,Nelson,Te Tai Tonga,Isel Park,Area Outside Ward,Richard Batchelar,P O Box 2133,Stoke,Nelson 7041,"03-5478297","","99042",Te Kāhui Ako o Omaio ki Tahunanui,-41.317068000,"173.229129000","40","13","6","9","18","18","15","0","2020-07-01 00:00:00.0000000","66","31","14","0","15","4"
"55321",BestStart Napier Central ,"06 843 1173","06 843 3618",napier.manager@best-start.org,"152 - 154  Kennedy Road",Marewa,Napier,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 4,Napier City,Hawke's Bay Region,Hawke's Bay/Tairawhiti,Napier,Ikaroa-Rawhiti,Marewa,Nelson Park Ward,Kelly Abraham,P O Box 276177,Manukau City,South Auckland 2241,"06-8565798","","","",-39.501123000,"176.901603000","45","16","2","7","16","18","4","0","2020-07-01 00:00:00.0000000","47","22","17","0","4","3"
"80009",Aspiring Beginnings Early Learning Centre,"03 443 1181","03 443 1153",admin@aspiringbeginnings.co.nz,"120 Warren Street","",Wanaka,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Queenstown-Lakes District,Otago Region,Otago/Southland,Waitaki,Te Tai Tonga,Wanaka,Wanaka Ward,Jennifer Rawson,"120 Warren Street","",Wanaka 9305,"03-4431181","03-4431153","","",-44.701090000,"169.134137000","40","12","3","8","12","18","18","0","2020-07-01 00:00:00.0000000","59","58","0","0","1","0"
"10048",Kindercare Learning Centres Botany Downs,"09 273 3088","",botanydowns@kindercare.co.nz,"138 Golfland Drive",Botany Downs,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Howick,Auckland Region,Auckland,Botany,Tamaki Makaurau,Golfland,Howick Ward,Roseanne Saluni,"60 Greville Road",Pinehill,Auckland 0632,"09-479 9922","09-479 9924","","",-36.926101000,"174.912109000","112","30","1","13","11","28","25","2","2020-07-01 00:00:00.0000000","80","37","2","0","35","1"
"55362",Sagata Ana Childcare,"04 389 1811","",sagataAna@outlook.co.nz,"21 Emmett Street",Newtown,Wellington,Education and Care Service,Samoan ECE service,Community based,No,EQI 5+,Wellington City,Wellington Region,Wellington,Rongotai,Te Tai Tonga,Newtown East,Southern Ward,Glennis Wilson,"21 Emmett St",Newtown,Wellington 6021,"04-3891811","","","",-41.311536000,"174.780581000","25","5","2","4","5","9","1","0","2020-07-01 00:00:00.0000000","21","0","1","0","2","0"
"10130",Akoteu Toonga Fungani,"09 574 5863","09 574 5873","","71 Maybury Road",Point England,Auckland,Education and Care Service,Tongan ECE service,Community based,Yes,EQI 1,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Panmure-Otahuhu,Tamaki Makaurau,Point England,Maungakiekie-Tamaki Ward,Etuini Talakai,"71 Maybury St",Glen Innes,Auckland 1072,"09-638 6644","","","",-36.881477000,"174.862453000","30","5","1","3","5","5","3","0","2020-07-01 00:00:00.0000000","17","0","0","0","0","0"
"10148",BestStart Pipiwai Kindy,"09 435 3231","09 435 3231",audrey.kirk@best-start.org,"Pipiwai Road, RD 6",Kamo,Whangarei,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Whangarei District,Northland Region,Tai Tokerau,Whangarei,Te Tai Tokerau,Springs Flat,Hikurangi-Coastal Ward,Audrey Kirk,P O Box 276177,Manukau City,South Auckland 2241,"","09-4385030","99182",Te Tai Raki Whangarei Kāhui Ako,-35.675383000,"174.297477000","40","0","0","0","9","18","18","3","2020-07-01 00:00:00.0000000","48","34","11","0","2","1"
"10154",Learning Steps Childcare Centre,"09 836 1985","09 836 1985","","4170 Great North Road",Glendene,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 4,Auckland - Henderson-Massey,Auckland Region,Auckland,Kelston,Tamaki Makaurau,Sunnyvale,Waitakere Ward,Ashmeeta Sharma,"5 Ribblesdale Road",Glendene,Auckland 0612,"09-8361985","","99029",Henderson Community of Learning,-36.893349000,"174.644728000","54","10","2","5","9","17","11","1","2020-07-01 00:00:00.0000000","45","9","16","0","12","6"
"10161",Te Puna Reo o Manawanui,"09 834 9336","",tc15.morgan@gmail.com,"36 Titoki Street",Te Atatu Peninsula,Auckland,Education and Care Service,Maori ECE service (excluding TKR),Community based,Yes,EQI 5+,Auckland - Henderson-Massey,Auckland Region,Auckland,Te Atatu,Te Tai Tokerau,Te Atatu Central,Waitakere Ward,Carolyn Morgan,P O Box 45070,Te Atatu,Auckland 0651,"09-834 7937","","","",-36.855506000,"174.648587000","30","5","0","2","9","7","9","0","2020-07-01 00:00:00.0000000","27","0","27","0","0","0"
"30088",Kindy Tweenz,"07 855 5722","",gareth@kindyz.co.nz,"7 Colman Street",Hamilton Central,Hamilton,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Queenwood,East Ward,Gareth Pritchard,"6 Rembrandt Terrace",Rototuna,Hamilton 3210,"","","99132",Te Pae Here Kāhui Ako Te Raki Rāwhiti o Kirikiriroa,-37.750248000,"175.269585000","25","0","0","0","0","10","45","2","2020-07-01 00:00:00.0000000","57","34","13","0","8","0"
"10102",The Little Steps,"09 268 7200","",tlsmanurewa@gmail.com,"323 Roscommon Road",Manurewa,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Auckland - Manurewa,Auckland Region,Auckland,Manurewa,Tamaki Makaurau,Clendon North,Manurewa-Papakura Ward,Kavita Bhatia,"14 Beltany Rd",Flat Bush,Auckland 2016,"09-2687200","","","",-37.022565000,"174.863819000","0","0","0","0","1","0","6","0","2020-07-01 00:00:00.0000000","7","0","3","0","0","0"
"10108",Kindercare Learning Centre - Papatoetoe,"09 278 3020","",papatoetoe@kindercare.co.nz,"7/533 Great South Road",Papatoetoe,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 3,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Manurewa,Tamaki Makaurau,Puhinui North,Manukau Ward,Roseanne Saluni,"60 Greville Road",Pinehill,Auckland 0632,"09-479 9922","09-479 9924","","",-36.980789000,"174.876251000","50","18","2","6","12","17","9","3","2020-07-01 00:00:00.0000000","49","3","12","0","17","1"
"10113",Little Angels Childcare& Learning Centre,"09 534 7534","",littleangelschildcarenz@gmail.com,"73 Prince Regent Drive",Half Moon Bay,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Auckland - Howick,Auckland Region,Auckland,Pakuranga,Tamaki Makaurau,Half Moon Bay,Howick Ward,Donna Cliff,"73 Prince Regent Drive",Auckland City,Auckland 2012,"09-534 7531","09-5347 535","","",-36.889395000,"174.895587000","22","5","0","5","8","3","3","0","2020-07-01 00:00:00.0000000","19","12","3","0","0","2"
"10114",Te Atatu Village Kindergarten,"09 834 6012","09 834 6013",teatatuvillage@aka.org.nz,"580 Te Atatu Road",Te Atatu Peninsula,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Henderson-Massey,Auckland Region,Auckland,Te Atatu,Te Tai Tokerau,Matipo,Waitakere Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,"09-3766524","","","",-36.839898000,"174.650636000","40","0","0","0","3","17","19","2","2020-07-01 00:00:00.0000000","41","21","7","0","10","1"
"30073",BestStart Bains Avenue,"07 853 6654","07 250 1072","","7 Bains Avenue",Hamilton Central,Hamilton,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Peachgrove,East Ward,Julie Bradley,P O Box 276177,Manukau City,South Auckland 2241,"07-8502059","","","",-37.781268000,"175.295822000","20","0","0","0","0","4","3","1","2020-07-01 00:00:00.0000000","8","2","0","0","3","2"
"10052","Ko Taku Reo Preschool, Auckland","09 827 4859","09 827 9803",info@kotakureo.school.nz,"3 Archibald Road",Kelston,Auckland,Education and Care Service,Early Intervention EC service,Community based,Yes,EQI 3,Auckland - Whau,Auckland Region,Auckland,Kelston,Tamaki Makaurau,Kelston Central,Whau Ward,Krista Clifford,"38 Truro Street",Sumner,Christchurch 8081,"","","","",-36.904212000,"174.664885000","30","0","0","0","2","9","12","2","2020-07-01 00:00:00.0000000","25","4","10","0","2","3"
"55384",Childspace Ltd - Northland,"04 475 6257","",northland@childspace.nz,"17 Albemarle Road",Northland,Wellington,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Wellington City,Wellington Region,Wellington,Wellington Central,Te Tai Tonga,Northland,Onslow-Western Ward,Lauren Ryan,"45 Helston Road",Johnsonville,Wellington 6037,"04-461 7081","","99213",Te Kāhui Ako o Te Whanganui-a-Tara,-41.278587000,"174.759781000","30","12","0","5","8","5","11","0","2020-07-01 00:00:00.0000000","29","19","4","0","3","3"
"10242",Akoteu Lotofale'ia,"09 638 6644","09 257 2044",talakai@xtra.co.nz,"5 Killington Crescent",Mangere,Auckland,Education and Care Service,Tongan ECE service,Community based,Yes,EQI 1,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Mangere,Tamaki Makaurau,Mangere Central,Manukau Ward,Etuini Talakai,"5 Killington Crescent",Mangere East,Auckland,"09-638 6644","","99124",Whakatipu Akoranga Kāhui Ako,-36.968898000,"174.795596000","50","0","0","0","5","13","17","1","2020-07-01 00:00:00.0000000","36","0","1","0","0","0"
"10062",Taulapapa Leata Su'a Aoga Amata,"09 838 5090","09 838 1090",taulapapaleatasua@xtra.co.nz,"24 Garelja Road",Henderson,Auckland,Education and Care Service,Samoan ECE service,Community based,Yes,EQI 4,Auckland - Henderson-Massey,Auckland Region,Auckland,Te Atatu,Te Tai Tokerau,Henderson South,Waitakere Ward,Karen Su'a,P O Box 121016,Henderson,Auckland 0650,"09-8385090","09-8381090","","",-36.888775000,"174.622589000","50","10","0","1","5","7","5","0","2020-07-01 00:00:00.0000000","18","0","0","0","0","2"
"65025",Pinegrove Kindergarten,"03 542 3447","",Pinegrovekindergarten@ntk.org.nz,Charlotte Lane,Brighwater,Nelson,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Tasman District,Tasman Region,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Brightwater,Moutere-Waimea Ward,Craig Vercoe,P O Box 360,Nelson,Nelson 7040,"03-5418922","","99142",Waimea Community of Learning,-41.376023000,"173.108543000","44","0","0","0","0","20","36","1","2020-07-01 00:00:00.0000000","57","43","11","0","2","0"
"10183",Kerikeri Preschool,"09 407 1200","",kerikeripreschool@outlook.co.nz,"35 Hobson Avenue","",Kerikeri,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Far North District,Northland Region,Tai Tokerau,Northland,Te Tai Tokerau,Kerikeri,Bay of Islands-Whangaroa Ward,Marie Carter,"35 Hobson Avenue","",Kerikeri 0230,"09-407 1200","","","",-35.229298000,"173.949312000","29","12","3","8","8","3","10","7","2020-07-01 00:00:00.0000000","39","18","15","0","3","2"
"44003",Te Kōhanga Reo o Ariki ,"07 357 2842","","","1-3 Ariki Street",Ngongotaha,Rotorua,Te Kōhanga Reo,Not Applicable,Community based,Yes,EQI 4,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Ngongotaha North,Area Outside Ward,Te Maari Whare,P O Box 38741,Wellington Mail Centre,Lower Hutt 5045,"07-3453397","","","",-38.074578000,"176.212563000","25","10","0","1","3","2","3","0","2020-07-01 00:00:00.0000000","9","0","9","0","0","0"
"50022",Te Kōhanga Reo o Ngāti Ruanui,"06 278 5224","","","33 Morrissey Street","",Hawera,Te Kōhanga Reo,Not Applicable,Community based,Yes,EQI 4,South Taranaki District,Taranaki Region,Taranaki/Whanganui/Manawatu,Whanganui,Te Tai Hauauru,Hawera South,Hawera-Normanby Ward,Tara Bachop,P O Box 38741,Wellington Mail Centre,Lower Hutt 5045,"","","","",-39.590223000,"174.276848000","31","8","0","3","5","4","12","0","2020-07-01 00:00:00.0000000","24","0","23","0","0","0"
"10250",Talented Tots Childcare & Learning Centre,"09 818 9577","",kamara@talentedtots.co.nz,"5 Kamara Road",Glen Eden,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 4,Auckland - Waitakere Ranges,Auckland Region,Auckland,Kelston,Tamaki Makaurau,Tangutu,Waitakere Ward,Colleen Aberhart,P O Box 658,"",Orewa 0946,"09-846 5480","09-818 2221","","",-36.909932000,"174.638967000","30","0","0","0","2","7","9","2","2020-07-01 00:00:00.0000000","20","0","7","0","2","2"
"65087",Selwyn House Preschool,"03 355 7248","03 355 7248",preschool@selhouse.school.nz,"122 Merivale Lane",Merivale,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Merivale,Fendalton Ward,Victoria Knutson,P O Box 25049,Merivale,Christchurch 8144,"03-355 7248","","","",-43.516578000,"172.622825000","50","0","0","0","7","24","30","0","2020-07-01 00:00:00.0000000","61","39","1","0","19","2"
